	X	Y	uV_mean	ux	uy	mu_t
60	530.5	10.0	12.005638855620257	0.0020846629999998756	-0.006812783870000002	-2539.1988034392057
61	531.0	10.0	12.005519228241758	0.0034431240000000196	-0.008080571529999999	-2588.8204989010005
62	531.5	10.0	12.005453532817587	0.004900997000000129	-0.009570635939999999	-2570.9597009694976
63	532.0	10.0	12.005326390888811	0.007018385999999932	-0.01252892462	-2178.612150056697
64	532.5	10.0	12.005226162868853	0.007041775000000028	-0.011055101387000001	-2991.340600095811
65	533.0	10.0	12.005169956918472	0.005096180000000006	-0.00686279569	-6795.575305299427
66	533.5	10.0	12.005158749571724	0.004556099999999841	-0.0038742077929999983	17605.6547154153
67	534.0	10.0	12.00516154695201	0.00460494999999983	-0.0014705205199999991	3830.094638770644
68	534.5	10.0	12.005184181620175	0.0017625599999999686	0.001695340959999998	3471.8126171029176
69	535.0	10.0	12.005200220533983	-0.0014791799999998023	0.004879972469999999	3530.118443403072
70	535.5	10.0	12.005245169107946	-0.004627419999999827	0.0084145035912	3170.0502193835478
71	536.0	10.0	12.005323463193447	-0.006942500000000074	0.009058856830000002	5672.636718446886
72	536.5	10.0	12.005443057670231	-0.006035830000000075	0.0063572974088	37345.7549009025
73	537.0	10.0	12.005506322270751	-0.0061413999999999636	0.00631525972	69052.83364236548
74	537.5	10.0	12.005579745543082	-0.005180355999999886	0.008429610300000001	3694.872311330836
75	538.0	10.0	12.00551638400694	-0.0005390899999999643	0.004887986780000001	2760.5889473437537
76	538.5	10.0	12.00543430201931	0.0020895359999999474	-0.0016322308000000021	26252.564593669056
77	539.0	10.0	12.005228333089782	-0.00043183999999996114	-0.0058000546	-1926.417101645117
78	539.5	10.0	12.0050496695968	-0.004355090000000006	-0.0002220381000000004	-2622.834538888432
79	540.0	10.0	12.004954199504086	-0.0017159100000000427	0.0066785673	2419.057668863048
80	540.5	10.0	12.004939790839913	0.007262740000000045	0.006542086280000005	869.6190410039603
81	541.0	10.0	12.004964369070407	0.011841369999999962	-0.0043724053799999996	1607.3130587503663
82	541.5	10.0	12.005034517089463	0.0036921599999999444	-0.012177443020000005	-1414.8066114934818
83	542.0	10.0	12.005077907652598	-0.01777337000000001	-0.004242771390000001	-545.2852838738329
84	542.5	10.0	12.00516170417078	-0.03885437000000003	0.02179792458	-703.8489795824504
85	543.0	10.0	12.005207713382953	-0.02514603999999998	0.044175155120000004	630.8862833440538
86	543.5	10.0	12.005180603313365	0.008207599999999982	0.025057845690000004	360.8904180989908
87	544.0	10.0	12.00514239520953	0.04275948000000007	-0.013935169380000008	416.49365195501434
88	544.5	10.0	12.00505008100173	0.05538728599999987	-0.04028004703	794.6554697944144
89	545.0	10.0	12.004984695534151	0.02792773000000004	-0.03356938137	-2127.9203389581726
90	545.5	10.0	12.004969653390388	0.004281663000000213	-0.0199463364	-766.3721640944362
91	546.0	10.0	12.00496941510919	-0.006243240000000094	-0.0126502882	-635.4011430807896
92	546.5	10.0	12.004988253039611	-0.011772859000000135	-0.0005593365999999999	-973.4672269583107
93	547.0	10.0	12.005012463513498	-0.008678790000000047	0.0021246491899999994	-1831.6683775235233
94	547.5	10.0	12.005027356600246	-0.008190329999999912	0.0001621411400000005	-1495.3593601185385
95	548.0	10.0	12.005069659257753	-0.010377499999999928	-0.0024757406699999988	-934.0111157552783
96	548.5	10.0	12.005124676970151	-0.006534539999999867	-0.0032626102500000007	-1225.369048205657
97	549.0	10.0	12.005150430771161	-0.0026682799999999673	-0.0043980216199999995	-1698.9298046367878
98	549.5	10.0	12.005188283617079	-0.0010553100000001425	-0.0076842071300000005	-1373.6672295551507
99	550.0	10.0	12.00521817861757	-0.0016817999999998445	-0.008440314320000003	-1186.0385882914777
100	550.5	10.0	12.005270788571188	-0.0031630600000001063	-0.004601659400000003	-1546.1306674612117
101	551.0	10.0	12.005309653236333	-0.004617190000000271	0.0010530211600000006	-3368.333598145542
102	551.5	10.0	12.005400618247833	-0.006915489999999913	0.006238854140000003	-17742.779134185163
103	552.0	10.0	12.005483344964203	-0.006717509999999982	0.007630647560000002	13147.507966887202
104	552.5	10.0	12.005512566126837	-0.010693379999999975	0.0118756164	10154.91704207938
105	553.0	10.0	12.005534090289162	-0.013843969999999928	0.0197462297	2034.057242565761
106	553.5	10.0	12.005537527683861	-0.0068689800000000245	0.01602272459	1311.543861601659
107	554.0	10.0	12.005560104034679	0.002572649999999954	0.01158526988	847.9748582978078
108	554.5	10.0	12.005684322177647	0.010057019999999972	0.007911453209999999	668.1527240442521
109	555.0	10.0	12.005854955139888	0.012544250000000035	-0.00016572648000000127	969.8939405610029
110	555.5	10.0	12.005951781791866	0.008004169999999977	-0.002428595599999998	2153.312093152575
111	556.0	10.0	12.00595962188177	0.005333589999999999	-0.0023662743299999976	4046.067542885238
112	556.5	10.0	12.005914806069121	0.00479575000000021	-0.0026125802299999997	5499.304255238001
113	557.0	10.0	12.005769413166874	0.0016426099999998778	-0.0014611027200000012	66144.8367975931
114	557.5	10.0	12.005649882626612	-0.0012193800000001032	0.0007221092199999994	-24143.08333705855
115	558.0	10.0	12.0053833063796	-0.002662409999999893	0.004743987489999999	5767.444817237618
116	558.5	10.0	12.005247356035616	-0.0016063099999999997	0.008353229060000002	1779.367330373104
117	559.0	10.0	12.005310193308302	0.0002676099999999737	0.006385676279999999	1804.4181007807697
118	559.5	10.0	12.005376555701776	0.0022520200000000212	0.002901744589999998	2329.43828652867
119	560.0	10.0	12.005460339926621	0.004310520000000095	-0.0006636506699999982	3291.9908155651688
120	560.5	10.0	12.005405820380854	0.0038822299999998755	-0.0030967063400000015	15283.315362369582
121	561.0	10.0	12.005339674877305	0.004762849999999874	-0.0026681434500000004	5731.275187389866
122	561.5	10.0	12.005196636646065	0.008540230000000149	-0.0017078333599999974	1757.0989023619975
123	562.0	10.0	12.005096790081325	0.010019540000000049	-0.00320142415	1760.7645651960047
124	562.5	10.0	12.005049167838733	0.005948589999999809	-0.0051774522	15567.96874416181
125	563.0	10.0	12.005034010827531	0.001236339999999947	-0.00521394905	-3018.1533327986
126	563.5	10.0	12.004981206050509	0.0015856300000001156	-0.004076269740000001	-4820.039210508647
127	564.0	10.0	12.004805594435679	0.002106109999999939	-0.0030617416	-12562.168930406771
128	564.5	10.0	12.00464971539959	-0.0028843199999999403	-0.007069319899999999	-1206.056260423854
129	565.0	10.0	12.004240753842511	-0.011387019999999914	-0.0032180471000000004	-821.9230128591865
130	565.5	10.0	12.003885568028556	-0.009891580000000122	0.008166158199999999	-6957.073086724476
131	566.0	10.0	12.003807434643273	-0.001843420000000151	0.0067857938	2428.7534533797584
132	566.5	10.0	12.003875482582641	-0.003818199999999994	0.00011494509999999958	-3241.4391681713996
133	567.0	10.0	12.004082320740636	-0.009346359999999998	0.0077141863	-7354.659813928292
134	567.5	10.0	12.004228732571539	-0.00416335000000001	0.0127005569	1406.1072752695677
135	568.0	10.0	12.004263292108174	0.007516989999999946	0.0017370465099999996	1297.1921257427853
136	568.5	10.0	12.004274580525014	0.0046755400000000336	-0.012301638019999998	-1574.1044173629791
137	569.0	10.0	12.00421550310921	-0.005485249999999775	-0.0027421796400000018	-1459.048090152921
138	569.5	10.0	12.004065508420071	0.00028964000000009094	0.013571179779999998	866.0429685220245
139	570.0	10.0	12.003962778638016	0.021919250000000057	0.008282555930000005	397.4584435930779
140	570.5	10.0	12.003750628803823	0.03031271999999996	-0.012195073809999998	662.5447093358791
141	571.0	10.0	12.003596249932848	0.013695220000000008	-0.0206379203	-1728.9520980666355
142	571.5	10.0	12.003544423857583	-0.003561069999999944	-0.015777246709999998	-620.7129919250153
143	572.0	10.0	12.003462011852085	-0.014519820000000072	-0.012105069609999998	-450.83612317940623
144	572.5	10.0	12.00337361767673	-0.02010364000000031	-0.004791233620000001	-482.1624644855931
145	573.0	10.0	12.003266844780406	-0.014749129999999777	-0.0023675852300000027	-701.2599487396251
146	573.5	10.0	12.003202120658681	-0.01037017000000029	-0.0034195760400000004	-870.4440303570977
147	574.0	10.0	12.003044915298219	-0.008645840000000238	-0.006036886859999998	-817.4942590533232
148	574.5	10.0	12.002888273505498	-0.0032948999999995454	-0.005325444779999997	-1392.3907430424301
149	575.0	10.0	12.002833365959505	-0.0019446499999999922	-0.0048112741399999985	-1776.6382684633759
150	575.5	10.0	12.002786024034856	-0.003674499999999914	-0.003924967650000003	-1579.4245829883869
151	576.0	10.0	12.00276865957892	-0.0039858099999998675	-0.0004960656000000015	-2678.068230983312
152	576.5	10.0	12.002742963037349	-0.005020440000000015	0.002975352940000002	-5869.0621039073385
153	577.0	10.0	12.002634768364741	-0.0057534800000000885	0.006485734440000002	16391.344473604237
154	577.5	10.0	12.002456210455511	-0.001969059999999967	0.008383263109999999	1871.2310796243949
155	578.0	10.0	12.002233391416594	0.0020305199999999246	0.006497558499999997	1407.378390268887
156	578.5	10.0	12.002123052808486	0.008139139999999934	0.0056313697	871.5816127567554
157	579.0	10.0	12.001962354327981	0.015925443999999844	0.005907312900000001	549.7227129537665
158	579.5	10.0	12.001893331190258	0.014296173000000079	0.0027281235	704.98615500442
159	580.0	10.0	12.0018650106025	0.01253186400000006	-0.0015320753	1091.0995963588314
160	580.5	10.0	12.00174302218953	0.010628057999999774	-0.0072430637	3545.5725943734474
161	581.0	10.0	12.00154870895811	0.0010085920000000304	-0.0109305722	-1209.5920841444681
162	581.5	10.0	12.001418080357405	-0.0042407309999996645	-0.007183652200000001	-1050.5090620872868
163	582.0	10.0	12.00141182179434	-0.008526290000000047	-0.0014592680099999988	-1201.8769316422292
164	582.5	10.0	12.00150557478676	-0.014092478000000241	0.0034725642300000026	-1130.0944465942202
165	583.0	10.0	12.001589972620339	-0.012086412999999796	0.005681184739999999	-1873.7177639038143
166	583.5	10.0	12.00157212509991	-0.011376082999999926	0.007950603669999999	-3503.618317002125
167	584.0	10.0	12.001475931841073	-0.009747087000000043	0.0117538169	5980.613500522083
168	584.5	10.0	12.001534325263961	0.00010514099999980875	0.0109423635	1086.3570433724801
169	585.0	10.0	12.00177068433363	0.0052370999999999945	0.006106537469999999	1058.0178285910645
170	585.5	10.0	12.0018954045028	0.007697410000000238	0.0014803289999999981	1307.7180996869154
171	586.0	10.0	12.002096068113326	0.008504030000000107	-0.0019713976	1837.2526315904643
172	586.5	10.0	12.002284043135448	0.004240009999999961	-0.0036011451999999984	18786.892067204448
173	587.0	10.0	12.002390562411401	0.0020706100000000838	-0.0046468486	-4658.881581236999
174	587.5	10.0	12.002572158138733	0.0027757099999998758	-0.006662889400000001	-3087.7330123066477
175	588.0	10.0	12.002635593289485	0.00348127999999992	-0.006674782000000001	-3758.4556368805097
176	588.5	10.0	12.002665059303895	0.002455080000000054	-0.0043961760999999995	-6183.447104604575
177	589.0	10.0	12.002725281793653	0.0002561799999998282	-0.0026592757999999977	-4994.692796597125
178	589.5	10.0	12.002945927967192	-0.002410529999999911	-0.002107919199999999	-2656.4304248385556
179	590.0	10.0	12.003170909738596	-0.003455420000000098	-0.0007606459000000015	-2847.0074221890873
180	590.5	10.0	12.00323608019117	-0.00392393000000002	-2.5839999999999197e-06	-3056.9701471053227
181	591.0	10.0	12.00331141936831	-0.0042258499999998644	0.0007287493999999992	-3432.3609161740364
182	591.5	10.0	12.00346346307618	-0.0021275200000000494	0.0022137454999999985	139210.13462471386
183	592.0	10.0	12.00380709573615	-0.000246330999999933	0.002861921800000001	4589.329147256458
184	592.5	10.0	12.004027660247298	0.0014463750000001108	0.004096039500000001	2165.848054173331
185	593.0	10.0	12.004440241448084	0.0031856979999999036	0.005060074899999999	1455.8295974229686
186	593.5	10.0	12.004691270369003	0.002942753000000131	0.0030789180000000004	1993.5813946608412
187	594.0	10.0	12.004761470968822	0.0022144050000001414	0.0021027262	2780.7265785594905
188	594.5	10.0	12.004888908516229	0.000827938000000028	0.0006801015899999998	7960.592671519988
189	595.0	10.0	12.005083717207803	-0.002245089000000089	-0.0035828070100000003	-2059.9344423113034
190	595.5	10.0	12.005259562997919	-0.0030162970000002787	-0.00453321666	-1590.2030387209707
191	596.0	10.0	12.005299764902594	-0.003056591999999969	-0.00217658321	-2294.075639195475
192	596.5	10.0	12.005213750994724	-0.0016288489999999323	0.0017860649799999995	76361.2817920264
193	597.0	10.0	12.004908442048263	0.001397234000000025	0.0038869226100000003	2271.8684036217855
194	597.5	10.0	12.00469449730502	0.0037618569999998686	0.00368383399	1612.3009286080016
195	598.0	10.0	12.004287366249654	0.0024361309999998415	0.00465702611	1692.3757898053836
196	598.5	10.0	12.004023556088393	-0.0013110669999998326	0.0042658217	4062.612560050319
197	599.0	10.0	12.00392092958917	-0.0013440859999998	0.0068468383	2181.439446145656
198	599.5	10.0	12.003650341064638	0.005580810000000103	0.0094143512	800.5015872096498
199	600.0	10.0	12.003333741891138	0.01170435000000003	0.005173569899999999	711.1856089500174
200	600.5	10.0	12.003103904772125	0.006141789999999814	-0.0002492410000000042	2036.996876016222
201	601.0	10.0	12.002955805049174	-0.004247380000000023	-0.0037380484999999988	-1503.1072916186204
202	601.5	10.0	12.002436011124665	-0.008259830000000079	-0.004039113679999996	-975.8916150370234
203	602.0	10.0	12.00186480720975	-0.0038187400000000427	-0.00160015736	-2214.816780956644
204	602.5	10.0	12.001684343995464	1.233000000011586e-05	-0.0014768500200000017	-8194.960929244518
205	603.0	10.0	12.001518806772532	-0.005528600000000217	-0.00078774834	-1900.0723457205845
206	603.5	10.0	12.00152243352368	-0.01354122000000002	0.007750201849999999	-2072.437371574053
207	604.0	10.0	12.001723341768072	-0.009519939999999671	0.0133925861	3099.101501107229
208	604.5	10.0	12.001896025964797	0.004101980000000061	0.016674087170000004	577.6789191024145
209	605.0	10.0	12.002224141391116	0.01837072999999989	0.012047027660000001	394.57951751566287
210	605.5	10.0	12.002318874296718	0.01796534999999999	-0.001018808840000003	708.2459341394433
211	606.0	10.0	12.002351326967505	0.009944439999999943	-0.010257602729999999	-38326.24440004521
212	606.5	10.0	12.002602104823511	0.004622099999999962	-0.01906197798	-831.212155770826
213	607.0	10.0	12.002822600371873	0.001319459999999939	-0.022558692730000003	-565.1250566795704
214	607.5	10.0	12.002791824752267	0.003885879999999897	-0.01460185679	-1120.0837833050357
215	608.0	10.0	12.002808716101638	0.009649440000000009	-0.004067853158	2150.429448805415
216	608.5	10.0	12.003006353387809	0.00802274000000014	8.159436999999998e-05	1481.060109985023
217	609.0	10.0	12.003101521203055	-0.004710973999999757	0.000707204568	-2997.950237910649
218	609.5	10.0	12.003090235114085	-0.027746564999999945	0.002097748729	-467.9783311748964
219	610.0	10.0	12.003165733840014	-0.046485882000000145	0.01015199817	-330.3573543087416
220	610.5	10.0	12.003220754180767	-0.03895501900000009	0.014287082990999999	-486.5920176621746
221	611.0	10.0	12.002819810938526	-0.01774008700000007	0.006820245619999998	-1099.175289571692
222	611.5	10.0	12.002511347875354	-0.00344514600000001	-0.002944742999999998	-1878.3599132747593
223	612.0	10.0	12.00200184100131	0.004491413	-0.0065689675999999995	-5776.98503856472
224	612.5	10.0	12.001802508404047	0.008968580000000004	-0.0037542914900000023	2301.714315459703
225	613.0	10.0	12.001783567245093	0.015712179999999965	-0.0025066576	908.8457997879074
226	613.5	10.0	12.001704849033212	0.02428364000000005	-0.009723516889999999	824.285945823515
227	614.0	10.0	12.001483720043513	0.020351959999999947	-0.019513094359999997	14306.800931844375
228	614.5	10.0	12.001428597256991	0.00879291999999987	-0.01628100076	-1602.7376015181737
229	615.0	10.0	12.00149339176756	0.0015374900000000302	-0.007304095219999999	-2081.2060014345193
230	615.5	10.0	12.00154179281244	0.0026215000000000543	-0.0026651842600000017	-274733.7780891082
231	616.0	10.0	12.00135458988371	0.0036056300000000263	-0.0022213146200000013	8669.523407219165
232	616.5	10.0	12.001244282946423	0.0010516799999999993	-0.011245322699999998	-1177.3263627286472
233	617.0	10.0	12.001009633369533	-0.005280609999999797	-0.012751185390000003	-665.5471279374176
234	617.5	10.0	12.000754949060997	-0.010959669999999977	0.002617304929999998	-1438.531501362482
235	618.0	10.0	12.000778461084085	-0.008704120000000315	0.011163884249999999	4878.832782891949
236	618.5	10.0	12.000827466914433	-0.006797629999999999	0.013539879100000003	1779.944242480514
237	619.0	10.0	12.000717941879735	-0.004886819999999847	0.015189460740000004	1164.8196073931579
238	619.5	10.0	12.000623074610967	-0.0006802000000000197	0.0074088700699999985	1783.5059454194645
239	620.0	10.0	12.000725632673907	-0.0032145599999999774	-0.0013951987799999989	-2603.330500663197
240	620.5	10.0	12.001053620578787	-0.012481989999999943	-0.0011818337000000009	-878.3085821415302
241	621.0	10.0	12.001162328345776	-0.012700860000000036	0.0076354599799999985	-2369.242760879858
242	621.5	10.0	12.001133332271747	-0.0013091600000000314	0.0277356835	454.13212722709295
243	622.0	10.0	12.001067805126608	0.013725140000000025	0.036968321799999995	236.73798117150096
244	622.5	10.0	12.001033969113818	0.021971510999999944	0.0161250716	315.016023749958
245	623.0	10.0	12.000985894415122	0.013643572000000215	-0.0026005188999999942	1086.7452855419922
246	623.5	10.0	12.000900880350398	0.0033202799999999533	-0.0092476822	-2024.6476408080264
247	624.0	10.0	12.0005734351758	-0.009482955000000182	-0.008171906300000004	-679.73195774558
248	624.5	10.0	12.000337668653774	-0.017023796999999896	-0.0016528251999999993	-642.5325489881056
249	625.0	10.0	12.00035044900593	-0.02121683299999999	0.001941538700000002	-622.5767691135039
250	625.5	10.0	12.000534854034099	-0.020425824999999898	0.0012509884999999978	-625.8480928394963
251	626.0	10.0	12.00077405984539	-0.004372446000000196	-0.0040012847	-1433.1454509093671
252	626.5	10.0	12.001027668788673	0.005804579999999837	-0.006119699099999997	-38084.10111853765
253	627.0	10.0	12.001157171747835	0.012481115000000154	-0.005911307900000003	1826.7137815579943
254	627.5	10.0	12.00134925270419	0.015230536000000017	-0.0041535270400000004	1083.4467405453981
255	628.0	10.0	12.001448750422654	0.007601917999999985	-0.0008212420090000019	1769.9487140149774
256	628.5	10.0	12.001500550525428	0.0010006940000000242	-0.00325373952	-5326.790091007818
257	629.0	10.0	12.001678642831594	-0.0008860309999999538	-0.011984586090999998	-932.4866521919931
258	629.5	10.0	12.001899294594887	0.0010472810000000665	-0.01975637564	-641.5008061873233
259	630.0	10.0	12.00209338959095	0.003295260000000022	-0.014548769699999999	-1066.520019935734
260	630.5	10.0	12.002167724108626	0.004786850000000009	-0.005527543700000001	-16203.955459738296
261	631.0	10.0	12.002239223109823	0.004764156999999991	-0.0018568055500000017	4128.23816780385
262	631.5	10.0	12.002160563794389	0.0021798379999999895	-0.0019676004	56550.585588015434
263	632.0	10.0	12.002094284480505	0.0033073169999999763	-0.009988360249999998	-1796.4401419614317
264	632.5	10.0	12.001960587609533	0.006104457999999924	-0.015037685200000001	-1343.5190126597731
265	633.0	10.0	12.001723758341816	-0.0015377069999999993	-0.0068772508999999996	-1426.2369343929597
266	633.5	10.0	12.001246131298597	-0.01246778599999998	0.0030221514000000026	-1270.5600671127618
267	634.0	10.0	12.001007925688548	-0.028498456999999977	0.0120203114	-728.2984515981316
268	634.5	10.0	12.000762413143027	-0.039516439999999986	0.0181064572	-560.5218147649813
269	635.0	10.0	12.000827373968692	-0.02439804000000001	0.01207035028	-973.4855148486558
270	635.5	10.0	12.000918814126466	-0.00863210999999997	0.0059214917	-4427.373198995445
271	636.0	10.0	12.001143199503195	0.005911139999999926	0.00171056233	1574.6014052878015
272	636.5	10.0	12.001338135772423	0.02363411999999998	-0.0038227428000000003	605.7801037563626
273	637.0	10.0	12.001433652153514	0.021786870000000014	-0.003220190970000001	646.3963551457757
274	637.5	10.0	12.001421366331956	0.014404289999999986	0.0026087569600000003	705.4245717741771
275	638.0	10.0	12.001281107229193	0.0053701500000000735	0.01075304346	744.3488870243413
276	638.5	10.0	12.000900650585535	-0.005876019999999982	0.01150535844	2131.8492001318536
277	639.0	10.0	12.000625000659584	-0.01323258000000005	0.0084254128	-2496.402663227412
278	639.5	10.0	12.00011260691873	-0.018298510000000046	0.0036831552999999993	-821.062016847165
279	640.0	10.0	11.999833291498462	-0.011555010000000032	-0.0025991212500000027	-847.7972317445079
280	640.5	10.0	11.99972628198693	-0.0027317500000000328	-0.00532527155	-1489.3501534679253
281	641.0	10.0	11.999383288724482	0.007749569999999983	-0.006882703649999999	13842.25294790217
282	641.5	10.0	11.998865406811	0.01759059400000007	-0.00839633635	1305.0390649875803
283	642.0	10.0	11.998267632839577	0.013354408000000095	-0.0082869801	2367.723403196196
284	642.5	10.0	11.997984912269015	0.005603901999999938	-0.008947899	-3587.9173672311285
285	643.0	10.0	11.997537423388534	-0.0003986250000000968	-0.0105560936	-1095.1935747019945
286	643.5	10.0	11.997336370223756	-0.004314091999999881	-0.007278252019999999	-1034.9361914661226
287	644.0	10.0	11.997335716411051	-0.003310065999999945	-0.006873610299999996	-1178.094762930664
288	644.5	10.0	11.997486979548162	0.0025254779999999144	-0.00406880628	-7773.775116430508
289	645.0	10.0	11.997690642923903	0.01242861900000003	0.0073044687999999965	607.9986449421203
290	645.5	10.0	11.9978487459572	0.012238859999999852	0.0115456178	504.44028440924086
291	646.0	10.0	11.997931127337226	0.008463543999999934	0.0117630459	593.1761699156845
292	646.5	10.0	11.998118519596671	0.007863537000000198	0.0111171517	632.122401311842
293	647.0	10.0	11.998277543507404	0.005967173000000048	0.0060443154	998.90014825368
294	647.5	10.0	11.998341795848855	0.009236126000000011	0.009177228800000001	651.6108512637169
295	648.0	10.0	11.998517498020394	0.008904552000000177	0.0127027047	555.3003634200494
296	648.5	10.0	11.998790742796302	-0.0019739530000000283	0.0027223297999999993	16033.087533975888
297	649.0	10.0	11.9990486551869	-0.00731796600000012	-0.006686047400000001	-856.8292754694734
298	649.5	10.0	11.999152904708446	-0.005796636999999993	-0.0101781609	-751.1301851717604
299	650.0	10.0	11.999387884409943	0.0005425369999999541	-0.009338348499999998	-1364.2161254149073
300	650.5	10.0	11.999670371883122	0.006463635999999884	-0.0040263487	4923.371311984309
301	651.0	10.0	11.999763776156339	0.00886348800000003	-0.0036667654	2309.1022361201785
302	651.5	10.0	11.999784037615248	0.006637909000000164	-0.0026312956999999994	2994.9943104353883
303	652.0	10.0	11.99984423972127	-0.00753655700000011	0.0072387448	-40293.32659883255
