,ux,uy,uz,p
0,0.0,0.0,0.0,0.00202496069
1,0.0,0.0,0.0,0.00233469056
2,0.0,0.0,0.0,0.00144203136
3,0.0,0.0,0.0,0.00053836767
4,0.0,0.0,0.0,0.00130427887
5,0.0,0.0,0.0,0.00160383299
6,0.0,0.0,0.0,0.00353020984
7,0.0,0.0,0.0,0.006402171629999999
8,0.0,0.0,0.0,0.0072413652499999995
9,0.0,0.0,0.0,0.0064388308
10,0.0,0.0,0.0,0.0048651677999999995
11,0.0,0.0,0.0,0.00663591297
12,0.0,0.0,0.0,0.005524628155
13,0.0,0.0,0.0,1.9624368e-05
14,0.0,0.0,0.0,-0.000927911818
15,0.0,0.0,0.0,-0.0008435632190000001
16,0.0,0.0,0.0,-0.00173065748
17,0.0,0.0,0.0,-0.00017110605000000001
18,0.0,0.0,0.0,0.00059682311
19,0.0,0.0,0.0,-0.00117701833
20,0.0,0.0,0.0,-0.0024675864000000005
21,0.0,0.0,0.0,-0.00047556624
22,0.0,0.0,0.0,0.00017720642
23,0.0,0.0,0.0,0.00066633255
24,0.0,0.0,0.0,0.0022890359090000003
25,0.0,0.0,0.0,0.00415380596
26,0.0,0.0,0.0,0.008181743850000001
27,0.0,0.0,0.0,0.010343348839999999
28,0.0,0.0,0.0,0.01172755006
29,0.0,0.0,0.0,0.01160413762
30,0.0,0.0,0.0,0.0086707449
31,0.0,0.0,0.0,0.0034733218000000004
32,0.0,0.0,0.0,0.0011381282
33,0.0,0.0,0.0,-9.989998999999999e-05
34,0.0,0.0,0.0,0.0030235582999999996
35,0.0,0.0,0.0,0.00563604707
36,0.0,0.0,0.0,0.0055922750700000004
37,0.0,0.0,0.0,0.002513236656
38,0.0,0.0,0.0,0.0007853542400000001
39,0.0,0.0,0.0,0.00170288501
40,0.0,0.0,0.0,0.004626946769999999
41,0.0,0.0,0.0,0.00686698637
42,0.0,0.0,0.0,0.00782563535
43,0.0,0.0,0.0,0.00797241313
44,0.0,0.0,0.0,0.008562457
45,0.0,0.0,0.0,0.00825676127
46,0.0,0.0,0.0,0.00712642211
47,0.0,0.0,0.0,0.00324307357
48,0.0,0.0,0.0,-0.001246424529
49,0.0,0.0,0.0,-0.00458875232
50,0.0,0.0,0.0,-0.00545918715
51,0.0,0.0,0.0,-0.005365192588000001
52,0.0,0.0,0.0,-0.0036402877600000003
53,0.0,0.0,0.0,-0.00273420669
54,0.0,0.0,0.0,-0.0021560056
55,0.0,0.0,0.0,-0.0030228238600000005
56,0.0,0.0,0.0,-0.0021649385700000003
57,0.0,0.0,0.0,-0.0007742399699999999
58,0.0,0.0,0.0,0.0022993536
59,0.0,0.0,0.0,0.0041364582
60,0.0,0.0,0.0,0.004305241
61,0.0,0.0,0.0,0.0031108843399999995
62,0.0,0.0,0.0,0.00163878287
63,0.0,0.0,0.0,0.00149659226
64,0.0,0.0,0.0,0.0019715795799999996
65,0.0,0.0,0.0,0.00178808649
66,0.0,0.0,0.0,0.00107428853
67,0.0,0.0,0.0,0.00091725218
68,0.0,0.0,0.0,0.0013252575500000002
69,0.0,0.0,0.0,0.0026742091800000005
70,0.0,0.0,0.0,0.00363528545
71,0.0,0.0,0.0,0.00619372764
72,0.0,0.0,0.0,0.0080199456
73,0.0,0.0,0.0,0.0079923463
74,0.0,0.0,0.0,0.00702345642
75,0.0,0.0,0.0,0.00361455331
76,0.0,0.0,0.0,0.0022088605
77,0.0,0.0,0.0,0.00167160127
78,0.0,0.0,0.0,0.0008792466499999999
79,0.0,0.0,0.0,-2.7536669999999988e-05
80,0.0,0.0,0.0,-0.0014012319999999999
81,0.0,0.0,0.0,-0.0011754857399999998
82,0.0,0.0,0.0,0.0017428194100000001
83,0.0,0.0,0.0,0.00154821809
84,0.0,0.0,0.0,-3.4745867000000005e-05
85,0.0,0.0,0.0,-0.0037081009600000003
86,0.0,0.0,0.0,-0.00623806672
87,0.0,0.0,0.0,-0.0037107566019999997
88,0.0,0.0,0.0,-0.002024637827
89,0.0,0.0,0.0,0.00103398412
90,0.0,0.0,0.0,0.0075177890199999995
91,0.0,0.0,0.0,0.01041568389
92,0.0,0.0,0.0,0.010601123573999999
93,0.0,0.0,0.0,0.005309627529999999
94,0.0,0.0,0.0,0.00197973421
95,0.0,0.0,0.0,0.00281898675
96,0.0,0.0,0.0,0.00621918052
97,0.0,0.0,0.0,0.0054784814000000005
98,0.0,0.0,0.0,0.0037734658679999997
99,0.0,0.0,0.0,0.0009233112260000001
100,0.0,0.0,0.0,-0.00111444624
101,0.0,0.0,0.0,-0.0013182776199999998
102,0.0,0.0,0.0,-0.00064477803
103,0.0,0.0,0.0,0.00064076857
104,0.0,0.0,0.0,0.00051337013
105,0.0,0.0,0.0,0.00043088382000000004
106,0.0,0.0,0.0,0.0021101702
107,0.0,0.0,0.0,0.0060855360999999995
108,0.0,0.0,0.0,0.008060919580000001
109,0.0,0.0,0.0,0.01033095791
110,0.0,0.0,0.0,0.0087965234
111,0.0,0.0,0.0,0.0038285687000000003
112,0.0,0.0,0.0,0.001386385
113,0.0,0.0,0.0,-0.0015685151
114,0.0,0.0,0.0,-0.00232926288
115,0.0,0.0,0.0,-0.0022239409600000003
116,0.0,0.0,0.0,-0.0012699895700000001
117,0.0,0.0,0.0,-0.00011787669999999999
118,0.0,0.0,0.0,0.00029017891000000004
119,0.0,0.0,0.0,0.00044372581
120,0.0,0.0,0.0,0.001289341
121,0.0,0.0,0.0,0.00289926985
122,0.0,0.0,0.0,0.00380596264
123,0.0,0.0,0.0,0.0047208656
124,0.0,0.0,0.0,0.00307129882
125,0.0,0.0,0.0,5.7418039999999994e-05
126,0.0,0.0,0.0,-0.000725651054
127,0.0,0.0,0.0,-0.00019580654
128,0.0,0.0,0.0,0.00139052914
129,0.0,0.0,0.0,0.00201263885
130,0.0,0.0,0.0,0.001634348932
131,0.0,0.0,0.0,0.00051557991
132,0.0,0.0,0.0,0.0022643442199999997
133,0.0,0.0,0.0,0.0036696136500000004
134,0.0,0.0,0.0,0.00516440715
135,0.0,0.0,0.0,0.004815301
136,0.0,0.0,0.0,0.0042980031
137,0.0,0.0,0.0,0.00268838097
138,0.0,0.0,0.0,0.0008908119199999999
139,0.0,0.0,0.0,0.00175515688
140,0.0,0.0,0.0,0.0032652085400000004
141,0.0,0.0,0.0,0.005482976420000001
142,0.0,0.0,0.0,0.00346817174
143,0.0,0.0,0.0,0.00133082363
144,0.0,0.0,0.0,-0.0021932612399999996
145,0.0,0.0,0.0,-0.0047601038390000005
146,0.0,0.0,0.0,-0.00912482383
147,0.0,0.0,0.0,-0.00992133808
148,0.0,0.0,0.0,-0.00490597872
149,0.0,0.0,0.0,0.0037991079599999996
150,0.0,0.0,0.0,0.007278987389999999
151,0.0,0.0,0.0,0.01039752677
152,0.0,0.0,0.0,0.0093693039
153,0.0,0.0,0.0,0.007184048899999999
154,0.0,0.0,0.0,0.00155031
155,0.0,0.0,0.0,0.00050710444
156,0.0,0.0,0.0,0.005317052480000001
157,0.0,0.0,0.0,0.008223511340000001
158,0.0,0.0,0.0,0.01243109195
159,0.0,0.0,0.0,0.01205286649
160,0.0,0.0,0.0,0.01013481504
161,0.0,0.0,0.0,0.005313959030000001
162,0.0,0.0,0.0,0.001513792255
163,0.0,0.0,0.0,0.000134992775
164,0.0,0.0,0.0,0.0007886525200000001
165,0.0,0.0,0.0,0.0034818742100000003
166,0.0,0.0,0.0,0.005444616530000001
167,0.0,0.0,0.0,0.006047632779999999
168,0.0,0.0,0.0,0.00696371086
169,0.0,0.0,0.0,0.0068997647799999996
170,0.0,0.0,0.0,0.00650679291
171,0.0,0.0,0.0,0.00661407803
172,0.0,0.0,0.0,0.00639333697
173,0.0,0.0,0.0,0.003991224976
174,0.0,0.0,0.0,0.00229775467
175,0.0,0.0,0.0,0.00089449579
176,0.0,0.0,0.0,0.003324304848
177,0.0,0.0,0.0,0.005792277069999999
178,0.0,0.0,0.0,0.006123490499999999
179,0.0,0.0,0.0,0.0053441549
180,0.0,0.0,0.0,0.0046070904099999995
181,0.0,0.0,0.0,0.00466514134
182,0.0,0.0,0.0,0.005267839795000001
183,0.0,0.0,0.0,0.005603856659999999
184,0.0,0.0,0.0,0.0052353755
185,0.0,0.0,0.0,0.0046625117
186,0.0,0.0,0.0,0.0023182068
187,0.0,0.0,0.0,-0.00015056702
188,0.0,0.0,0.0,-0.00072755468
189,0.0,0.0,0.0,-0.0004934301
190,0.0,0.0,0.0,-3.019989999999998e-05
191,0.0,0.0,0.0,-0.0026122719999999997
192,0.0,0.0,0.0,-0.0048482442999999995
193,0.0,0.0,0.0,-0.0051897344
194,0.0,0.0,0.0,-0.0005302519
195,0.0,0.0,0.0,0.00034389650999999997
196,0.0,0.0,0.0,8.373187000000001e-05
197,0.0,0.0,0.0,0.00033639101999999993
198,0.0,0.0,0.0,0.00065503787
199,0.0,0.0,0.0,0.0018912451000000002
200,0.0,0.0,0.0,0.0030459157
201,0.0,0.0,0.0,0.0020162724
202,0.0,0.0,0.0,0.0008698645
203,0.0,0.0,0.0,0.00042562584999999997
204,0.0,0.0,0.0,0.00158421789
205,0.0,0.0,0.0,0.0012362661
206,0.0,0.0,0.0,-0.00032241880000000004
207,0.0,0.0,0.0,-0.00013849516
208,0.0,0.0,0.0,1.865866000000001e-05
209,0.0,0.0,0.0,-0.0007066291999999999
210,0.0,0.0,0.0,-0.0016042562
211,0.0,0.0,0.0,-0.0014851559999999998
212,0.0,0.0,0.0,-0.00172604913
213,0.0,0.0,0.0,-0.0018461180699999998
214,0.0,0.0,0.0,-0.0006160445699999999
215,0.0,0.0,0.0,0.00060153016
216,0.0,0.0,0.0,0.0008335731299999999
217,0.0,0.0,0.0,0.0008151965699999999
218,0.0,0.0,0.0,0.00136331781
219,0.0,0.0,0.0,0.0021129257999999997
220,0.0,0.0,0.0,0.004261106000000001
221,0.0,0.0,0.0,0.006511544300000001
222,0.0,0.0,0.0,0.0076021577
223,0.0,0.0,0.0,0.007599509
224,0.0,0.0,0.0,0.00710674387
225,0.0,0.0,0.0,0.006024360330000001
226,0.0,0.0,0.0,0.005242627940000001
227,0.0,0.0,0.0,0.0034254248099999996
228,0.0,0.0,0.0,0.0010335951
229,0.0,0.0,0.0,-0.00076846053
230,0.0,0.0,0.0,0.00042770778
231,0.0,0.0,0.0,0.006676152140000001
232,0.0,0.0,0.0,0.01228672405
233,0.0,0.0,0.0,0.01421671551
234,0.0,0.0,0.0,0.014376015228
235,0.0,0.0,0.0,0.010322036579999999
236,0.0,0.0,0.0,0.006540226860999999
237,0.0,0.0,0.0,0.00506215417
238,0.0,0.0,0.0,0.00309042444
239,0.0,0.0,0.0,0.00331125605
240,0.0,0.0,0.0,0.00361073392
241,0.0,0.0,0.0,0.00320010681
242,0.0,0.0,0.0,0.00317351384
243,0.0,0.0,0.0,0.00381422359
244,0.0,0.0,0.0,0.00377604516
245,0.0,0.0,0.0,0.0016882781000000001
246,0.0,0.0,0.0,0.0001500695
247,0.0,0.0,0.0,-0.00026172740000000004
248,0.0,0.0,0.0,0.0005090587
249,0.0,0.0,0.0,0.0075514277
250,0.0,0.0,0.0,0.0121472412
251,0.0,0.0,0.0,0.0125723851
252,0.0,0.0,0.0,0.00596396136
253,0.0,0.0,0.0,0.0025222076000000005
254,0.0,0.0,0.0,0.002114128
255,0.0,0.0,0.0,0.00295982114
256,0.0,0.0,0.0,0.00409042143
257,0.0,0.0,0.0,0.0038874292200000004
258,0.0,0.0,0.0,0.00166075502
259,0.0,0.0,0.0,-0.00010828434
260,0.0,0.0,0.0,-1.7638449999999997e-05
261,0.0,0.0,0.0,0.00035575856999999996
262,0.0,0.0,0.0,0.0015040685599999998
263,0.0,0.0,0.0,0.0030621458000000003
264,0.0,0.0,0.0,0.0037560182
265,0.0,0.0,0.0,0.00382843245
266,0.0,0.0,0.0,0.00308296066
267,0.0,0.0,0.0,0.0028981591
268,0.0,0.0,0.0,0.00431704271
269,0.0,0.0,0.0,0.0072103527099999995
270,0.0,0.0,0.0,0.00558014987
271,0.0,0.0,0.0,0.00485062162
272,0.0,0.0,0.0,0.0040383662600000005
273,0.0,0.0,0.0,0.0007454351899999999
274,0.0,0.0,0.0,-0.0053218137
275,0.0,0.0,0.0,-0.0083736621
276,0.0,0.0,0.0,-0.01526905587
277,0.0,0.0,0.0,-0.021573295920000003
