,ux,uy,uz,p
0,0.0,0.0,0.0,-0.01128860831
1,0.0,0.0,0.0,-0.007630004440000001
2,0.0,0.0,0.0,-0.00207394264
3,0.0,0.0,0.0,-0.0063512955299999995
4,0.0,0.0,0.0,-0.006491876130000001
5,0.0,0.0,0.0,-0.006110506010000001
6,0.0,0.0,0.0,-0.008028317160000001
7,0.0,0.0,0.0,-0.00160944437
8,0.0,0.0,0.0,0.00347791825
9,0.0,0.0,0.0,0.0076495698
10,0.0,0.0,0.0,0.0070767338
11,0.0,0.0,0.0,0.00632524197
12,0.0,0.0,0.0,0.005176464155
13,0.0,0.0,0.0,0.001282067988
14,0.0,0.0,0.0,-0.000587637018
15,0.0,0.0,0.0,-0.0011650699190000001
16,0.0,0.0,0.0,-0.00247991248
17,0.0,0.0,0.0,-0.00153663315
18,0.0,0.0,0.0,-0.00054895159
19,0.0,0.0,0.0,0.0010614956700000001
20,0.0,0.0,0.0,0.0027876456
21,0.0,0.0,0.0,0.0046850810599999996
22,0.0,0.0,0.0,0.0049881482199999995
23,0.0,0.0,0.0,0.00645204745
24,0.0,0.0,0.0,0.007399969909
25,0.0,0.0,0.0,0.005538940959999999
26,0.0,0.0,0.0,-0.0010991571500000002
27,0.0,0.0,0.0,-0.00632776016
28,0.0,0.0,0.0,-0.00698344294
29,0.0,0.0,0.0,-0.0061728573800000006
30,0.0,0.0,0.0,-0.0043772631
31,0.0,0.0,0.0,-0.0032705772000000003
32,0.0,0.0,0.0,-0.0030146478
33,0.0,0.0,0.0,-0.0042886441
34,0.0,0.0,0.0,-0.007969185699999999
35,0.0,0.0,0.0,-0.00995420593
36,0.0,0.0,0.0,-0.00953247293
37,0.0,0.0,0.0,-0.007029204343999999
38,0.0,0.0,0.0,-0.00312834936
39,0.0,0.0,0.0,-0.00092206059
40,0.0,0.0,0.0,0.0012566537700000001
41,0.0,0.0,0.0,0.00025243867
42,0.0,0.0,0.0,-0.0034255836499999994
43,0.0,0.0,0.0,-0.00534113287
44,0.0,0.0,0.0,-0.002917998
45,0.0,0.0,0.0,0.00543121427
46,0.0,0.0,0.0,0.00656014311
47,0.0,0.0,0.0,0.00236712157
48,0.0,0.0,0.0,-8.335993899999999e-05
49,0.0,0.0,0.0,0.00048740678
50,0.0,0.0,0.0,0.0009500558500000001
51,0.0,0.0,0.0,0.002638026412
52,0.0,0.0,0.0,0.00154403624
53,0.0,0.0,0.0,0.00061663521
54,0.0,0.0,0.0,-0.0052925426
55,0.0,0.0,0.0,-0.01509523686
56,0.0,0.0,0.0,-0.020980856569999998
57,0.0,0.0,0.0,-0.02015857407
58,0.0,0.0,0.0,-0.0129625934
59,0.0,0.0,0.0,-0.0068595538
60,0.0,0.0,0.0,-0.005107495000000001
