,ux,uy,uz,p
0,0.0,0.0,0.0,0.00353810369
1,0.0,0.0,0.0,0.0018268965599999999
2,0.0,0.0,0.0,0.00221677236
3,0.0,0.0,0.0,0.00442332247
4,0.0,0.0,0.0,0.0032359798699999995
5,0.0,0.0,0.0,0.0017194299900000001
6,0.0,0.0,0.0,0.0011583258399999999
7,0.0,0.0,0.0,0.0023645386300000003
8,0.0,0.0,0.0,0.00251123125
9,0.0,0.0,0.0,0.0024091018
10,0.0,0.0,0.0,0.0012489338
11,0.0,0.0,0.0,-0.00248851103
12,0.0,0.0,0.0,-0.004405039845
13,0.0,0.0,0.0,-0.006627338012
14,0.0,0.0,0.0,-0.0070627912180000006
15,0.0,0.0,0.0,-0.006679785919
16,0.0,0.0,0.0,-0.00499781748
17,0.0,0.0,0.0,-0.00332101515
18,0.0,0.0,0.0,-0.00234075239
19,0.0,0.0,0.0,0.00014979156999999998
20,0.0,0.0,0.0,0.0025075886
21,0.0,0.0,0.0,0.00694132106
22,0.0,0.0,0.0,0.00892265622
23,0.0,0.0,0.0,0.00990605945
24,0.0,0.0,0.0,0.006304043909
25,0.0,0.0,0.0,0.0031223069599999997
26,0.0,0.0,0.0,-0.0027719071499999995
27,0.0,0.0,0.0,-0.0051805431599999995
28,0.0,0.0,0.0,-0.00405484794
29,0.0,0.0,0.0,-0.00317745338
30,0.0,0.0,0.0,-0.0026209031
31,0.0,0.0,0.0,-0.0036148262
32,0.0,0.0,0.0,-0.0040189158
33,0.0,0.0,0.0,-0.0038971851
34,0.0,0.0,0.0,-0.0010990387
35,0.0,0.0,0.0,0.00360485007
36,0.0,0.0,0.0,0.00495891007
37,0.0,0.0,0.0,0.005220331656
38,0.0,0.0,0.0,0.006647920640000001
39,0.0,0.0,0.0,0.007357753010000001
40,0.0,0.0,0.0,0.00673152377
41,0.0,0.0,0.0,0.0007044395700000001
42,0.0,0.0,0.0,-0.00636858665
43,0.0,0.0,0.0,-0.00737271087
44,0.0,0.0,0.0,-0.004973572
45,0.0,0.0,0.0,-0.0021515607300000004
46,0.0,0.0,0.0,-0.00174943389
47,0.0,0.0,0.0,-0.0008216031300000001
48,0.0,0.0,0.0,0.0020310184709999997
49,0.0,0.0,0.0,0.00271783768
50,0.0,0.0,0.0,0.00179834785
51,0.0,0.0,0.0,0.000646431012
52,0.0,0.0,0.0,0.00372547624
53,0.0,0.0,0.0,0.00617673331
54,0.0,0.0,0.0,0.0098754824
55,0.0,0.0,0.0,0.00983655714
56,0.0,0.0,0.0,0.00647603143
57,0.0,0.0,0.0,0.0041248469299999995
58,0.0,0.0,0.0,-0.0010876819
59,0.0,0.0,0.0,-0.005651208800000001
60,0.0,0.0,0.0,-0.007197086000000001
61,0.0,0.0,0.0,-0.00874854266
62,0.0,0.0,0.0,-0.00896238013
63,0.0,0.0,0.0,-0.00883833774
64,0.0,0.0,0.0,-0.0075607954199999996
65,0.0,0.0,0.0,-0.0040531805100000005
66,0.0,0.0,0.0,-0.00145107847
67,0.0,0.0,0.0,-0.00143329722
68,0.0,0.0,0.0,-0.00220151545
69,0.0,0.0,0.0,-0.00157407582
70,0.0,0.0,0.0,-0.00095449305
71,0.0,0.0,0.0,-0.0011384763599999999
72,0.0,0.0,0.0,-0.004404641399999999
73,0.0,0.0,0.0,-0.0074401797
74,0.0,0.0,0.0,-0.00758449258
75,0.0,0.0,0.0,-0.0061024966900000005
76,0.0,0.0,0.0,-0.0061482875
77,0.0,0.0,0.0,-0.00679000673
78,0.0,0.0,0.0,-0.006733188750000001
79,0.0,0.0,0.0,-0.00495413736
80,0.0,0.0,0.0,-0.003412775
81,0.0,0.0,0.0,-0.0026108157400000003
82,0.0,0.0,0.0,-0.0009713605900000001
83,0.0,0.0,0.0,-7.78903e-05
84,0.0,0.0,0.0,0.0011418630400000002
85,0.0,0.0,0.0,0.005711609039999999
86,0.0,0.0,0.0,0.00534436728
87,0.0,0.0,0.0,0.0014054863980000002
88,0.0,0.0,0.0,0.000266834573
89,0.0,0.0,0.0,-0.00096237228
90,0.0,0.0,0.0,-0.00245620098
91,0.0,0.0,0.0,-0.00323334911
92,0.0,0.0,0.0,-0.007504661426
93,0.0,0.0,0.0,-0.009248857470000002
94,0.0,0.0,0.0,-0.0067928977899999994
95,0.0,0.0,0.0,-0.00762544225
96,0.0,0.0,0.0,-0.01198292348
97,0.0,0.0,0.0,-0.0075787256
98,0.0,0.0,0.0,-0.004074476132
99,0.0,0.0,0.0,-0.002577187974
100,0.0,0.0,0.0,-0.00560866324
101,0.0,0.0,0.0,-0.00512836062
102,0.0,0.0,0.0,-0.00321317683
103,0.0,0.0,0.0,0.00092571397
104,0.0,0.0,0.0,0.0027283524300000003
105,0.0,0.0,0.0,0.00300779492
106,0.0,0.0,0.0,0.0025130492
107,0.0,0.0,0.0,-0.0010341539
108,0.0,0.0,0.0,-0.0027656494200000003
109,0.0,0.0,0.0,-0.00510524909
110,0.0,0.0,0.0,-0.0077736446
111,0.0,0.0,0.0,-0.009025210300000001
112,0.0,0.0,0.0,-0.00820525
113,0.0,0.0,0.0,-0.0055910411
114,0.0,0.0,0.0,-0.00518613488
115,0.0,0.0,0.0,-0.00582883896
116,0.0,0.0,0.0,-0.00499744657
117,0.0,0.0,0.0,0.0009018427300000001
118,0.0,0.0,0.0,0.007051277409999999
119,0.0,0.0,0.0,0.00912727131
120,0.0,0.0,0.0,0.009641281000000002
121,0.0,0.0,0.0,0.005943227850000001
122,0.0,0.0,0.0,0.00372258764
123,0.0,0.0,0.0,-9.317977e-05
124,0.0,0.0,0.0,-0.0028196701800000004
125,0.0,0.0,0.0,-0.00441842121
126,0.0,0.0,0.0,-0.004856891453999999
127,0.0,0.0,0.0,-0.00484082874
128,0.0,0.0,0.0,-0.00392231786
129,0.0,0.0,0.0,-0.0037099511500000002
130,0.0,0.0,0.0,-0.0039996050679999996
131,0.0,0.0,0.0,-0.00348994719
132,0.0,0.0,0.0,-0.00153360278
133,0.0,0.0,0.0,-0.00080816785
134,0.0,0.0,0.0,-0.0008797602499999999
135,0.0,0.0,0.0,-0.001383471
136,0.0,0.0,0.0,-0.0011211669
137,0.0,0.0,0.0,-0.00013187861000000002
138,0.0,0.0,0.0,-0.0009493885799999999
139,0.0,0.0,0.0,-0.00213691012
140,0.0,0.0,0.0,-0.00215256846
141,0.0,0.0,0.0,-0.00235048458
142,0.0,0.0,0.0,-0.00260227326
143,0.0,0.0,0.0,-0.00277218637
144,0.0,0.0,0.0,-0.003928494239999999
145,0.0,0.0,0.0,-0.005921736839
146,0.0,0.0,0.0,-0.00858115983
147,0.0,0.0,0.0,-0.00918707108
148,0.0,0.0,0.0,-0.00791238372
149,0.0,0.0,0.0,-0.00492076404
150,0.0,0.0,0.0,-0.00465714361
151,0.0,0.0,0.0,-0.00392522323
152,0.0,0.0,0.0,0.0052076069
153,0.0,0.0,0.0,0.010149581900000001
154,0.0,0.0,0.0,0.009558227999999998
155,0.0,0.0,0.0,-0.0022548660599999997
156,0.0,0.0,0.0,-0.015546161519999999
157,0.0,0.0,0.0,-0.01562516266
158,0.0,0.0,0.0,-0.004784382050000001
159,0.0,0.0,0.0,0.005517809490000001
160,0.0,0.0,0.0,0.00767879104
161,0.0,0.0,0.0,0.00623861503
162,0.0,0.0,0.0,0.005026891255
163,0.0,0.0,0.0,0.007092313974999999
164,0.0,0.0,0.0,0.007326391319999999
165,0.0,0.0,0.0,0.00344853021
166,0.0,0.0,0.0,-0.00352986247
167,0.0,0.0,0.0,-0.005527836220000001
168,0.0,0.0,0.0,-0.0037052401399999997
169,0.0,0.0,0.0,0.00069248328
170,0.0,0.0,0.0,0.00171409891
171,0.0,0.0,0.0,0.0017064100299999999
172,0.0,0.0,0.0,0.00228269197
173,0.0,0.0,0.0,0.002380951976
174,0.0,0.0,0.0,0.00202698467
175,0.0,0.0,0.0,5.653977300000001e-05
176,0.0,0.0,0.0,-0.0031588361519999998
177,0.0,0.0,0.0,-0.00640960793
178,0.0,0.0,0.0,-0.0071424545
179,0.0,0.0,0.0,-0.005242728099999999
180,0.0,0.0,0.0,-0.00249581859
181,0.0,0.0,0.0,-0.00230674566
182,0.0,0.0,0.0,-0.0018338362050000002
183,0.0,0.0,0.0,-6.771083e-05
184,0.0,0.0,0.0,0.00011855709999999999
185,0.0,0.0,0.0,-0.0005828367
186,0.0,0.0,0.0,-0.0022938082
187,0.0,0.0,0.0,-0.0027903569000000002
188,0.0,0.0,0.0,-0.00242438388
189,0.0,0.0,0.0,-0.0015138105000000002
190,0.0,0.0,0.0,-0.00147035
191,0.0,0.0,0.0,-0.0007745187
192,0.0,0.0,0.0,7.21536e-05
193,0.0,0.0,0.0,0.0010746796
194,0.0,0.0,0.0,9.052479999999998e-05
195,0.0,0.0,0.0,-0.0007691784899999999
196,0.0,0.0,0.0,-0.00252899008
197,0.0,0.0,0.0,-0.00394909818
198,0.0,0.0,0.0,-0.00433396723
199,0.0,0.0,0.0,-0.0041993939
200,0.0,0.0,0.0,-0.0034361002999999998
201,0.0,0.0,0.0,-0.0053102866
202,0.0,0.0,0.0,-0.0075392814
203,0.0,0.0,0.0,-0.01125665585
204,0.0,0.0,0.0,-0.01097513911
205,0.0,0.0,0.0,-0.0099139489
206,0.0,0.0,0.0,-0.0084978956
207,0.0,0.0,0.0,-0.00950969061
208,0.0,0.0,0.0,-0.01069929392
209,0.0,0.0,0.0,-0.0106449586
210,0.0,0.0,0.0,-0.0091836032
211,0.0,0.0,0.0,-0.005582345
212,0.0,0.0,0.0,-0.00264195813
213,0.0,0.0,0.0,0.0015000649300000001
214,0.0,0.0,0.0,0.00195129713
215,0.0,0.0,0.0,-0.00046598293999999997
216,0.0,0.0,0.0,-0.0021851053700000004
217,0.0,0.0,0.0,-0.006002519929999999
218,0.0,0.0,0.0,-0.00974812419
219,0.0,0.0,0.0,-0.0110020992
220,0.0,0.0,0.0,-0.011560883
221,0.0,0.0,0.0,-0.0110521937
222,0.0,0.0,0.0,-0.0106762913
223,0.0,0.0,0.0,-0.010299064999999998
224,0.0,0.0,0.0,-0.00894744013
225,0.0,0.0,0.0,-0.00752633767
226,0.0,0.0,0.0,-0.007016182059999999
227,0.0,0.0,0.0,-0.00617949119
228,0.0,0.0,0.0,-0.0045256429
229,0.0,0.0,0.0,-0.0026433963299999997
230,0.0,0.0,0.0,-0.00222227112
231,0.0,0.0,0.0,-0.0025678288600000003
232,0.0,0.0,0.0,-0.0035407989499999996
233,0.0,0.0,0.0,-0.0035646704899999996
234,0.0,0.0,0.0,-0.0032377357719999998
235,0.0,0.0,0.0,-0.00348229142
236,0.0,0.0,0.0,-0.003984925139
237,0.0,0.0,0.0,-0.00479957483
238,0.0,0.0,0.0,-0.00717226856
239,0.0,0.0,0.0,-0.0070976899500000004
240,0.0,0.0,0.0,-0.0042056520799999995
241,0.0,0.0,0.0,0.00345647581
242,0.0,0.0,0.0,0.00845490984
243,0.0,0.0,0.0,0.00929101159
244,0.0,0.0,0.0,0.00668902816
245,0.0,0.0,0.0,0.0023885731
246,0.0,0.0,0.0,0.0016785981999999997
247,0.0,0.0,0.0,0.0019944811
248,0.0,0.0,0.0,0.0013986006
249,0.0,0.0,0.0,-0.0010618592
250,0.0,0.0,0.0,-0.0025695837999999997
251,0.0,0.0,0.0,-0.0058584189
252,0.0,0.0,0.0,-0.00783120364
253,0.0,0.0,0.0,-0.0075335713999999995
254,0.0,0.0,0.0,-0.006912759000000001
255,0.0,0.0,0.0,-0.005950081860000001
256,0.0,0.0,0.0,-0.00652628857
257,0.0,0.0,0.0,-0.006884778780000001
258,0.0,0.0,0.0,-0.006187286979999999
259,0.0,0.0,0.0,-0.0015704723100000001
260,0.0,0.0,0.0,0.0041969741000000005
261,0.0,0.0,0.0,0.00525741197
262,0.0,0.0,0.0,0.00166960656
263,0.0,0.0,0.0,-0.0055761572
264,0.0,0.0,0.0,-0.0081570458
265,0.0,0.0,0.0,-0.00887917255
266,0.0,0.0,0.0,-0.0059735623399999995
267,0.0,0.0,0.0,-0.0049793939
268,0.0,0.0,0.0,-0.005815065289999999
269,0.0,0.0,0.0,-0.007819701290000002
270,0.0,0.0,0.0,-0.00850593413
271,0.0,0.0,0.0,-0.00850669238
272,0.0,0.0,0.0,-0.00817574574
273,0.0,0.0,0.0,-0.00698926511
274,0.0,0.0,0.0,-0.0044475137
275,0.0,0.0,0.0,-0.0030853011
276,0.0,0.0,0.0,-0.0009188322700000001
277,0.0,0.0,0.0,-0.00077734782
278,0.0,0.0,0.0,-0.0027433684
279,0.0,0.0,0.0,-0.00663955091
280,0.0,0.0,0.0,-0.006064318359999999
281,0.0,0.0,0.0,-0.00595512767
282,0.0,0.0,0.0,-0.00596862539
283,0.0,0.0,0.0,-0.007215757119999999
284,0.0,0.0,0.0,-0.01426064831
285,0.0,0.0,0.0,-0.016068243569999998
286,0.0,0.0,0.0,-0.01329256247
287,0.0,0.0,0.0,-0.01002458053
288,0.0,0.0,0.0,-0.00875165859
289,0.0,0.0,0.0,-0.0082271132
290,0.0,0.0,0.0,-0.01429078955
291,0.0,0.0,0.0,-0.01650819829
292,0.0,0.0,0.0,-0.01499594142
293,0.0,0.0,0.0,-0.01050376358
294,0.0,0.0,0.0,-0.00855278219
295,0.0,0.0,0.0,-0.00797205318
296,0.0,0.0,0.0,-0.006538028899999999
297,0.0,0.0,0.0,-0.0076445621
298,0.0,0.0,0.0,-0.0084040942
299,0.0,0.0,0.0,-0.0066670254
300,0.0,0.0,0.0,-0.0013157422
301,0.0,0.0,0.0,0.0031095614
302,0.0,0.0,0.0,0.00350993832
303,0.0,0.0,0.0,0.00120734828
304,0.0,0.0,0.0,-0.0024305828699999997
305,0.0,0.0,0.0,-0.0026630665
306,0.0,0.0,0.0,-0.0031018518
307,0.0,0.0,0.0,-0.0041697872
308,0.0,0.0,0.0,-0.0022880218
309,0.0,0.0,0.0,-0.0014176528
310,0.0,0.0,0.0,-0.00082524863
311,0.0,0.0,0.0,-0.0009867194
312,0.0,0.0,0.0,-0.0012534002
313,0.0,0.0,0.0,-0.0029129608
314,0.0,0.0,0.0,-0.006980375299999999
315,0.0,0.0,0.0,-0.00712607784
316,0.0,0.0,0.0,-0.006179946980000001
317,0.0,0.0,0.0,-0.00243420616
318,0.0,0.0,0.0,-0.010764800699999999
319,0.0,0.0,0.0,-0.011586025509999999
320,0.0,0.0,0.0,-0.0081150655
321,0.0,0.0,0.0,-0.00483705797
322,0.0,0.0,0.0,-0.00579454585
323,0.0,0.0,0.0,-0.00588247894
324,0.0,0.0,0.0,-0.00495005858
325,0.0,0.0,0.0,-0.0040943325300000005
326,0.0,0.0,0.0,-0.003929107209999999
327,0.0,0.0,0.0,-0.00404683545
328,0.0,0.0,0.0,-0.0030880357999999997
329,0.0,0.0,0.0,-0.00127620172
330,0.0,0.0,0.0,-0.0006701908799999999
331,0.0,0.0,0.0,-0.00050023356
332,0.0,0.0,0.0,-0.00107062993
333,0.0,0.0,0.0,-0.001589507
334,0.0,0.0,0.0,-0.0032476951899999998
335,0.0,0.0,0.0,-0.0053355121
336,0.0,0.0,0.0,-0.0053868404000000005
337,0.0,0.0,0.0,-0.0035536612
338,0.0,0.0,0.0,-0.0017926154000000001
339,0.0,0.0,0.0,-0.006447090799999999
340,0.0,0.0,0.0,-0.0062347325670000005
341,0.0,0.0,0.0,0.001399546205
342,0.0,0.0,0.0,0.00536329249
343,0.0,0.0,0.0,0.0022232649
344,0.0,0.0,0.0,0.0010446114
345,0.0,0.0,0.0,0.0014079240999999999
346,0.0,0.0,0.0,-0.0011796916
347,0.0,0.0,0.0,-0.0038197713
348,0.0,0.0,0.0,-0.0080865523
349,0.0,0.0,0.0,-0.007520368799999999
350,0.0,0.0,0.0,-0.0043132175800000006
351,0.0,0.0,0.0,-0.00369116163
352,0.0,0.0,0.0,-0.005047919630000001
353,0.0,0.0,0.0,-0.00706673201
354,0.0,0.0,0.0,-0.007148811129999999
355,0.0,0.0,0.0,-0.006300070980000001
356,0.0,0.0,0.0,-0.00792027798
357,0.0,0.0,0.0,-0.01173776735
358,0.0,0.0,0.0,-0.01282286312
359,0.0,0.0,0.0,-0.01140633758
360,0.0,0.0,0.0,-0.007608792272000001
361,0.0,0.0,0.0,-0.006230789547
362,0.0,0.0,0.0,-0.00521224198
363,0.0,0.0,0.0,-0.0054510602
364,0.0,0.0,0.0,-0.0061778397
365,0.0,0.0,0.0,-0.0059149795
366,0.0,0.0,0.0,-0.005349571
367,0.0,0.0,0.0,-0.00730656059
368,0.0,0.0,0.0,-0.008180805480000001
369,0.0,0.0,0.0,-0.008591293800000002
370,0.0,0.0,0.0,-0.008947216400000001
371,0.0,0.0,0.0,-0.009337310100000001
372,0.0,0.0,0.0,-0.009731717099999999
373,0.0,0.0,0.0,-0.008781186600000001
374,0.0,0.0,0.0,-0.0071477381
375,0.0,0.0,0.0,-0.006606153599999999
376,0.0,0.0,0.0,-0.006828064
377,0.0,0.0,0.0,-0.00859406269
