,X,Y,Z
540,662.0,0.0,120.0
541,662.3000000000001,0.0,120.0
542,662.6,0.0,120.0
543,662.9000000000001,0.0,120.0
544,663.2,0.0,120.0
545,663.5,0.0,120.0
546,663.8000000000001,0.0,120.0
547,664.1,0.0,120.0
548,664.4000000000001,0.0,120.0
549,664.7,0.0,120.0
550,665.0,0.0,120.0
551,665.3000000000001,0.0,120.0
552,665.6,0.0,120.0
553,665.9000000000001,0.0,120.0
554,666.2,0.0,120.0
555,666.5,0.0,120.0
556,666.8000000000001,0.0,120.0
557,667.1,0.0,120.0
558,667.4000000000001,0.0,120.0
559,667.7,0.0,120.0
560,668.0,0.0,120.0
561,668.3000000000001,0.0,120.0
562,668.6,0.0,120.0
563,668.9000000000001,0.0,120.0
564,669.2,0.0,120.0
565,669.5,0.0,120.0
566,669.8000000000001,0.0,120.0
567,670.1,0.0,120.0
568,670.4000000000001,0.0,120.0
569,670.7,0.0,120.0
570,671.0,0.0,120.0
571,671.3000000000001,0.0,120.0
572,671.6,0.0,120.0
573,671.9000000000001,0.0,120.0
574,672.2,0.0,120.0
575,672.5,0.0,120.0
576,672.8000000000001,0.0,120.0
577,673.1,0.0,120.0
578,673.4000000000001,0.0,120.0
579,673.7,0.0,120.0
580,674.0,0.0,120.0
581,674.3000000000001,0.0,120.0
582,674.6,0.0,120.0
583,674.9000000000001,0.0,120.0
584,675.2,0.0,120.0
585,675.5,0.0,120.0
586,675.8000000000001,0.0,120.0
587,676.1,0.0,120.0
588,676.4000000000001,0.0,120.0
589,676.7,0.0,120.0
590,677.0,0.0,120.0
591,677.3000000000001,0.0,120.0
592,677.6,0.0,120.0
593,677.9000000000001,0.0,120.0
594,678.2,0.0,120.0
595,678.5,0.0,120.0
596,678.8000000000001,0.0,120.0
597,679.1,0.0,120.0
598,679.4000000000001,0.0,120.0
599,679.7,0.0,120.0
600,680.0,0.0,120.0
601,680.3000000000001,0.0,120.0
602,680.6,0.0,120.0
603,680.9000000000001,0.0,120.0
604,681.2,0.0,120.0
605,681.5,0.0,120.0
606,681.8000000000001,0.0,120.0
607,682.1,0.0,120.0
608,682.4000000000001,0.0,120.0
609,682.7,0.0,120.0
610,683.0,0.0,120.0
611,683.3000000000001,0.0,120.0
612,683.6,0.0,120.0
613,683.9000000000001,0.0,120.0
614,684.2,0.0,120.0
615,684.5,0.0,120.0
616,684.8000000000001,0.0,120.0
617,685.1,0.0,120.0
618,685.4000000000001,0.0,120.0
619,685.7,0.0,120.0
620,686.0,0.0,120.0
621,686.3000000000001,0.0,120.0
622,686.6,0.0,120.0
623,686.9000000000001,0.0,120.0
624,687.2,0.0,120.0
625,687.5,0.0,120.0
626,687.8000000000001,0.0,120.0
627,688.1,0.0,120.0
628,688.4000000000001,0.0,120.0
629,688.7,0.0,120.0
630,689.0,0.0,120.0
631,689.3000000000001,0.0,120.0
632,689.6,0.0,120.0
633,689.9000000000001,0.0,120.0
634,690.2,0.0,120.0
635,690.5,0.0,120.0
636,690.8000000000001,0.0,120.0
637,691.1,0.0,120.0
638,691.4000000000001,0.0,120.0
639,691.7,0.0,120.0
640,692.0,0.0,120.0
641,692.3000000000001,0.0,120.0
642,692.6,0.0,120.0
643,692.9000000000001,0.0,120.0
644,693.2,0.0,120.0
645,693.5,0.0,120.0
646,693.8000000000001,0.0,120.0
647,694.1,0.0,120.0
648,694.4000000000001,0.0,120.0
649,694.7,0.0,120.0
650,695.0,0.0,120.0
651,695.3000000000001,0.0,120.0
652,695.6,0.0,120.0
653,695.9000000000001,0.0,120.0
654,696.2,0.0,120.0
655,696.5,0.0,120.0
656,696.8000000000001,0.0,120.0
657,697.1,0.0,120.0
658,697.4000000000001,0.0,120.0
659,697.7,0.0,120.0
660,698.0,0.0,120.0
661,698.3000000000001,0.0,120.0
662,698.6,0.0,120.0
663,698.9000000000001,0.0,120.0
664,699.2,0.0,120.0
665,699.5,0.0,120.0
666,699.8000000000001,0.0,120.0
667,500.0,0.1,120.0
668,500.3,0.1,120.0
669,500.6,0.1,120.0
670,500.90000000000003,0.1,120.0
671,501.20000000000005,0.1,120.0
672,501.5,0.1,120.0
673,501.8,0.1,120.0
674,502.1,0.1,120.0
675,502.40000000000003,0.1,120.0
676,502.70000000000005,0.1,120.0
677,503.0,0.1,120.0
678,503.3,0.1,120.0
679,503.6,0.1,120.0
680,503.90000000000003,0.1,120.0
681,504.20000000000005,0.1,120.0
682,504.5,0.1,120.0
683,504.8,0.1,120.0
684,505.1,0.1,120.0
685,505.40000000000003,0.1,120.0
686,505.70000000000005,0.1,120.0
687,506.0,0.1,120.0
688,506.3,0.1,120.0
689,506.6,0.1,120.0
690,506.90000000000003,0.1,120.0
691,507.20000000000005,0.1,120.0
692,507.5,0.1,120.0
693,507.8,0.1,120.0
694,508.1,0.1,120.0
695,508.40000000000003,0.1,120.0
696,508.70000000000005,0.1,120.0
697,509.0,0.1,120.0
698,509.3,0.1,120.0
699,509.6,0.1,120.0
700,509.90000000000003,0.1,120.0
701,510.20000000000005,0.1,120.0
702,510.5,0.1,120.0
703,510.8,0.1,120.0
704,511.1,0.1,120.0
705,511.40000000000003,0.1,120.0
706,511.70000000000005,0.1,120.0
707,512.0,0.1,120.0
708,512.3000000000001,0.1,120.0
709,512.6,0.1,120.0
710,512.9,0.1,120.0
711,513.2,0.1,120.0
712,513.5,0.1,120.0
713,513.8000000000001,0.1,120.0
714,514.1,0.1,120.0
715,514.4,0.1,120.0
716,514.7,0.1,120.0
717,515.0,0.1,120.0
718,515.3000000000001,0.1,120.0
719,515.6,0.1,120.0
720,515.9,0.1,120.0
721,516.2,0.1,120.0
722,516.5,0.1,120.0
723,516.8000000000001,0.1,120.0
724,517.1,0.1,120.0
725,517.4,0.1,120.0
726,517.7,0.1,120.0
727,518.0,0.1,120.0
728,518.3000000000001,0.1,120.0
729,518.6,0.1,120.0
730,518.9,0.1,120.0
731,519.2,0.1,120.0
732,519.5,0.1,120.0
733,519.8000000000001,0.1,120.0
734,520.1,0.1,120.0
735,520.4,0.1,120.0
736,520.7,0.1,120.0
737,521.0,0.1,120.0
738,521.3000000000001,0.1,120.0
739,521.6,0.1,120.0
740,521.9,0.1,120.0
741,522.2,0.1,120.0
742,522.5,0.1,120.0
743,522.8000000000001,0.1,120.0
744,523.1,0.1,120.0
745,523.4,0.1,120.0
746,523.7,0.1,120.0
747,524.0,0.1,120.0
748,524.3000000000001,0.1,120.0
749,524.6,0.1,120.0
750,524.9,0.1,120.0
751,525.2,0.1,120.0
752,525.5,0.1,120.0
753,525.8000000000001,0.1,120.0
754,526.1,0.1,120.0
755,526.4,0.1,120.0
756,526.7,0.1,120.0
757,527.0,0.1,120.0
758,527.3000000000001,0.1,120.0
759,527.6,0.1,120.0
760,527.9,0.1,120.0
761,528.2,0.1,120.0
762,528.5,0.1,120.0
763,528.8000000000001,0.1,120.0
764,529.1,0.1,120.0
765,529.4,0.1,120.0
766,529.7,0.1,120.0
767,530.0,0.1,120.0
768,530.3000000000001,0.1,120.0
769,530.6,0.1,120.0
770,530.9,0.1,120.0
771,531.2,0.1,120.0
772,531.5,0.1,120.0
773,531.8000000000001,0.1,120.0
774,532.1,0.1,120.0
775,532.4,0.1,120.0
776,532.7,0.1,120.0
777,533.0,0.1,120.0
778,533.3000000000001,0.1,120.0
779,533.6,0.1,120.0
780,533.9,0.1,120.0
781,534.2,0.1,120.0
782,534.5,0.1,120.0
783,534.8000000000001,0.1,120.0
784,535.1,0.1,120.0
785,535.4,0.1,120.0
786,535.7,0.1,120.0
787,536.0,0.1,120.0
788,536.3000000000001,0.1,120.0
789,536.6,0.1,120.0
790,536.9,0.1,120.0
791,537.2,0.1,120.0
792,537.5,0.1,120.0
793,537.8000000000001,0.1,120.0
794,538.1,0.1,120.0
795,538.4,0.1,120.0
796,538.7,0.1,120.0
797,539.0,0.1,120.0
798,539.3000000000001,0.1,120.0
799,539.6,0.1,120.0
800,539.9,0.1,120.0
801,540.2,0.1,120.0
802,540.5,0.1,120.0
803,540.8000000000001,0.1,120.0
804,541.1,0.1,120.0
805,541.4,0.1,120.0
806,541.7,0.1,120.0
807,542.0,0.1,120.0
808,542.3000000000001,0.1,120.0
809,542.6,0.1,120.0
810,542.9,0.1,120.0
811,543.2,0.1,120.0
812,543.5,0.1,120.0
813,543.8000000000001,0.1,120.0
814,544.1,0.1,120.0
815,544.4,0.1,120.0
816,544.7,0.1,120.0
817,545.0,0.1,120.0
818,545.3000000000001,0.1,120.0
819,545.6,0.1,120.0
820,545.9,0.1,120.0
821,546.2,0.1,120.0
822,546.5,0.1,120.0
823,546.8000000000001,0.1,120.0
824,547.1,0.1,120.0
825,547.4,0.1,120.0
826,547.7,0.1,120.0
827,548.0,0.1,120.0
828,548.3000000000001,0.1,120.0
829,548.6,0.1,120.0
830,548.9,0.1,120.0
831,549.2,0.1,120.0
832,549.5,0.1,120.0
833,549.8000000000001,0.1,120.0
834,550.1,0.1,120.0
835,550.4,0.1,120.0
836,550.7,0.1,120.0
837,551.0,0.1,120.0
838,551.3000000000001,0.1,120.0
839,551.6,0.1,120.0
840,551.9,0.1,120.0
841,552.2,0.1,120.0
842,552.5,0.1,120.0
843,552.8000000000001,0.1,120.0
844,553.1,0.1,120.0
845,553.4,0.1,120.0
846,553.7,0.1,120.0
847,554.0,0.1,120.0
848,554.3000000000001,0.1,120.0
849,554.6,0.1,120.0
850,554.9,0.1,120.0
851,555.2,0.1,120.0
852,555.5,0.1,120.0
853,555.8000000000001,0.1,120.0
854,556.1,0.1,120.0
855,556.4,0.1,120.0
856,556.7,0.1,120.0
857,557.0,0.1,120.0
858,557.3000000000001,0.1,120.0
859,557.6,0.1,120.0
860,557.9,0.1,120.0
861,558.2,0.1,120.0
862,558.5,0.1,120.0
863,558.8000000000001,0.1,120.0
864,559.1,0.1,120.0
865,559.4,0.1,120.0
866,559.7,0.1,120.0
867,560.0,0.1,120.0
868,560.3000000000001,0.1,120.0
869,560.6,0.1,120.0
870,560.9,0.1,120.0
871,561.2,0.1,120.0
872,561.5,0.1,120.0
873,561.8000000000001,0.1,120.0
874,562.1,0.1,120.0
875,562.4,0.1,120.0
876,562.7,0.1,120.0
877,563.0,0.1,120.0
878,563.3000000000001,0.1,120.0
879,563.6,0.1,120.0
880,563.9,0.1,120.0
881,564.2,0.1,120.0
882,564.5,0.1,120.0
883,564.8000000000001,0.1,120.0
884,565.1,0.1,120.0
885,565.4,0.1,120.0
886,565.7,0.1,120.0
887,566.0,0.1,120.0
888,566.3000000000001,0.1,120.0
889,566.6,0.1,120.0
890,566.9,0.1,120.0
891,567.2,0.1,120.0
892,567.5,0.1,120.0
893,567.8000000000001,0.1,120.0
894,568.1,0.1,120.0
895,568.4,0.1,120.0
896,568.7,0.1,120.0
897,569.0,0.1,120.0
898,569.3000000000001,0.1,120.0
899,569.6,0.1,120.0
900,569.9,0.1,120.0
901,570.2,0.1,120.0
902,570.5,0.1,120.0
903,570.8000000000001,0.1,120.0
904,571.1,0.1,120.0
905,571.4,0.1,120.0
906,571.7,0.1,120.0
907,572.0,0.1,120.0
908,572.3000000000001,0.1,120.0
909,572.6,0.1,120.0
910,572.9,0.1,120.0
911,573.2,0.1,120.0
912,573.5,0.1,120.0
913,573.8000000000001,0.1,120.0
914,574.1,0.1,120.0
915,574.4,0.1,120.0
916,574.7,0.1,120.0
917,575.0,0.1,120.0
918,575.3000000000001,0.1,120.0
919,575.6,0.1,120.0
920,575.9,0.1,120.0
921,576.2,0.1,120.0
922,576.5,0.1,120.0
